10139	andar	o andar	/ɐ̃.ˈdaɾ/	/ɐ̃.ˈdaʁ/	sm						*		piso (en un edificio)
10157	armario	o armario	/ɐɾ.ˈma.ɾju (fe.ˈʃa.du)/	/aɾ.ˈma.ɾju (fe.ˈʃa.du)/	sm						*		armario (cerrado)
10145	cadeira	a cadeira	/kɐ.ˈðej.ɾɐ/	/ka.ˈdej.ɾɐ/	sf						*		silla
10137	cadeiras	as cadeiras	/kɐ.ˈðej.ɾɐʃ/	/ka.ˈdej.ɾɐʃ/	sfp						*		sillas
10151	espelho	o espelho	/ɨʃ.ˈpɛ.ʎu/	/is.ˈpe.ʎu/	sm						*		espejo
10158	esquentador	o esquentador	/ɨʃ.kɐ̃.ˈta.duɾ/	/is.kɐ̃.ˈta.duɾ/	sm						*		calentador
10146	estante	a estante	/ɨʃ.ˈtɐ̃t/	/is.ˈtɐ̃t͡ʃi/	sf						*		estante
10160	gaveta	a gaveta	/ɡɐ.ˈve.tɐ/	/gɐ.ˈve.tɐ/	sf						*		cajón
10131	janela	a janela	/ʒɐ.ˈnɛ.lɐ/	/ʒɐ.ˈne.lɐ/	sf						*		ventana
10153	máquina de lavar (roupa)	a máquina de lavar	/ˈma.ʃinɐ dɨ la.ˈvaɾ/	/ˈma.ʃinɐ dʒi la.ˈvaɾ/	sf						*		lavadora
10136	mesa	a mesa	/ˈmɛ.zɐ/	/ˈme.zɐ/	sf						*		mesa
10156	prateleira	a prateleira	/pɾɐ.tɨ.ˈlɐj.ɾɐ/	/pɾɐ.te.ˈlej.ɾɐ/	sf						*		entrepaño
10144	secretária	a secretária	/sɨ.kɾɨ.ˈta.ɾjɐ/	/sɨ.kɾɨ.ˈta.ɾjɐ/	sf						*		secretaria
10148	sofá	o sofá	/su.ˈfa/	/so.ˈfa/	sm						*		sillón
10159	tapete	o tapete	/tɐ.ˈpɛ.tɨ/	/ta.ˈpe.tɨ/	sm						*		alfombra
10138	televisão	a televisão	/tɛ.lɨ.vi.ˈzɐ̃w̃/	/te.li.vi.ˈzɐ̃w̃/	sf						*		televisión
