10454	Benim	o Benim	/o bɨ.ˈnĩ/	/o be.ˈnĩ/	sm		Benin	/bəˈnin/	/bɛˈnɪn/	n. prop	*		Benin	/bɛˈnin/	/bɛˈnin/	sm	*			Bénin	le Bénin	/benɛ̃/	sm		Benin	der Benin	/beˈniːn/	Nn		Benín	/bəˈnin/	/bəˈnin/	sm.		Benin	/bɛˈnin/	sm
10455	Burkina Faso	o Burkina Faso	/bur.ˈki.nɐ ˈfa.zu/	/bur.ˈki.nɐ ˈfa.zu/	sm		Burkina Faso	/bərˌkiː.nə ˈfɑː.soʊ/	/bɜːrˌkiː.nə ˈfæsəʊ/	n. prop	*		Burkina Faso	/burˈkina ˈfaso/	/burˈkina ˈfaso/	sf	*			Burkina Faso	le Burkina Faso	/buʁkina faso/	sm		Burkina Faso	das Burkina Faso	/bʊʁˈkiːna faˈzo/	Nn		Burkina Faso	/buɾˈkinə ˈfasu/	/buɾˈkinə ˈfasu/	sm.		Burkina Faso	/burˈkina ˈfaso/	sm
10456	Costa do Marfim	a Costa do Marfim	/ˈkɔʃ.tɐ du mɐɾ.ˈfĩ/	/ˈkɔʃ.tɐ du mɐʁ.ˈfĩ/	sf		Ivory Coast	/ˈaɪ.vər.i koʊst/	/ˈaɪ.vər.i kəʊst/	n. prop	*		Costa de Marfil	/ˈkosta de maɾˈfil/	/ˈkosta de maɾˈfil/	sf	*			Côte d'Ivoire	la Côte d'Ivoire	/kot divwaʁ/	sf		Elfenbeinküste	die Elfenbeinküste	/ˈɛlfənbaɪ̯nkʏstə/	Nf		Costa d'Ivori	/ˈkɔsta ðiˈvɔɾi/	/ˈkɔstə ðiˈβɔɾi/	sf.		Costa d'Avorio	/ˈkɔsta davˈvɔːrjo/	sm
10457	Gâmbia	a Gâmbia	/ˈɡɐ̃.bi.ɐ/	/ˈɡɐ̃.bi.ɐ/	sf		Gambia	/ˈɡæm.bi.ə/	/ˈɡæm.bi.ə/	n. prop	*		Gambia	/ˈɡambja/	/ˈɡambja/	sf	*			Gambie	la Gambie	/ɡɑ̃bi/	sf		Gambia	das Gambia	/ˈɡambi̯a/	Nn		Gàmbia	/ˈɡambiə/	/ˈɡambiə/	sf.		Gambia	/ˈɡambja/	sm
10458	Gana	o Gana	/ˈɡɐ.nɐ/	/ˈɡɐ.nɐ/	sm		Ghana	/ˈɡɑː.nə/	/ˈɡɑː.nə/	n. prop	*		Ghana	/ˈɣana/	/ˈɣana/	sm	*			Ghana	le Ghana	/ɡana/	sm		Ghana	das Ghana	/ˈɡaːna/	Nn		Ghana	/ˈɡana/	/ˈɡa.nə/	sm.		Ghana	/ˈɡana/	sm
10459	Libéria	a Libéria	/li.ˈbɛ.ɾi.ɐ/	/li.ˈbɛ.ɾi.ɐ/	sf		Liberia	/laɪˈbɪər.i.ə/	/laɪˈbɪər.i.ə/	n. prop	*		Libia	/ˈliβja/	/ˈliβja/	sf	*			Libéria	le Libéria	/libeʁja/	sm		Liberia	das Liberia	/liˈbeːʁi̯a/	Nn		Libèria	/liˈβɛɾiə/	/liˈβɛɾiə/	sf.		Liberia	/liˈbɛrja/	sm
10460	Guiné	a Guiné	/ɡi.ˈne/	/ɡi.ˈne/	sf		Guinea	/ˈɡɪn.i/	/ˈɡɪn.i/	n. prop	*		Guinea	/ˈɡinea/	/ˈɡinea/	sf	*			Guinée	la Guinée	/ɡine/	sf		Guinea	das Guinea	/ɡiˈneːa/	Nn		Guinea	/ˈɡinɛa/	/ˈɡi.nə/	sf.		Guinea	/ˈɡwɪnea/	sm
10461	Mali	o Mali	/ˈma.li/	/ˈma.li/	sm		Mali	/ˈmɑː.li/	/ˈmɑː.li/	n. prop	*		Mali	/ˈmali/	/ˈmali/	sm	*			Mali	le Mali	/mali/	sm		Mali	das Mali	/ˈmaːli/	Nn		Malí	/maˈli/	/maˈli/	sm.		Mali	/ˈmali/	sm
10462	Mauritânia	a Mauritânia	/maw.ɾi.ˈtɐ.ni.ɐ/	/maw.ɾi.ˈtɐ.ni.ɐ/	sf		Mauritania	/ˌmɒr.ɪˈteɪ.ni.ə/	/ˌmɒr.ɪˈteɪ.ni.ə/	n. prop	*		Mauritania	/mauɾiˈtanja/	/mauɾiˈtanja/	sf	*			Mauritanie	la Mauritanie	/mɔʁitani/	sf		Mauretanien	das Mauretanien	/maʊ̯ʁeˈtaːni̯ən/	Nn		Mauritània	/mawɾiˈtanja/	/mowɾiˈtanjə/	sf.		Mauritania	/mawriˈtaːnja/	sm
10463	Nigéria	a Nigéria	/ni.ˈʒe.ɾi.ɐ/	/ni.ˈʒe.ɾi.ɐ/	sf		Nigeria	/naɪˈdʒɪər.i.ə/	/naɪˈdʒɪər.i.ə/	n. prop	*		Nigeria	/niˈxɛɾja/	/niˈxeɾja/	sf	*			Nigeria	le Nigeria	/niʒɛʁja/	sm		Nigeria	das Nigeria	/niˈgeːʁi̯a/	Nn		Nigèria	/niˈʒɛɾiə/	/niˈʒɛɾiə/	sf.		Nigeria	/niˈdʒɛːrja/	sm
10464	Senegal	o Senegal	/se.ˈnɛ.ɡɐɫ/	/se.ˈnɛ.ɡɐw̃/	sm		Senegal	/ˌsɛn.ɪˈɡɔːl/	/ˌsɛn.ɪˈɡɑːl/	n. prop	*		Senegal	/seneˈɣal/	/seneˈɣal/	sm	*			Sénégal	le Sénégal	/senegal/	sm		Senegal	der Senegal	/zɛnɪˈɡaːl/	Nn		Senegal	/sɛnɪˈɡal/	/sənəˈɡal/	sm.		Senegal	/sɛˈnɛɡal/	sm
