Mão + Mãos (PL)	plural	Mão	Mãos	/ˈmɐ̃w/	/ˈmɐ̃wʃ/		Português::Curso::A1 Português::Vocabulario::Pares::Plurais
Jornal + Jornais (PL)	plural	Jornal	Jornais	/ʒuɾ.ˈnaɫ/	/ʒuɾ.ˈnajʃ/		Português::Curso::A1 Português::Vocabulario::Pares::Plurais
Pão + Pães (PL)	plural	Pão	Pães	/ˈpɐ̃w/	/ˈpɐ̃jʃ/		Português::Curso::A1 Português::Vocabulario::Pares::Plurais
Papel + Papéis (PL)	plural	Papel	Papéis	/pɐ.ˈpɛɫ/	/pɐ.ˈpɛjʃ/		Português::Curso::A1 Português::Vocabulario::Pares::Plurais
Anel + Aneis (PL)	plural	Anel	Aneis	/ɐ.ˈnɛɫ/	/ɐ.ˈnɐjʃ/		Português::Curso::A1 Português::Vocabulario::Pares::Plurais
Pincel + Pincéis (PL)	plural	Pincel	Pincéis	/pĩ.ˈsɛɫ/	/pĩ.ˈsɛjʃ/		Português::Curso::A1 Português::Vocabulario::Pares::Plurais
Fogão + Fogãos (PL)	plural	Fogão	Fogãos	/fu.ˈgɐ̃w/	/fu.ˈgɐ̃wʃ/		Português::Curso::A1 Português::Vocabulario::Pares::Plurais
Coração + Corações (PL)	plural	Coração	Corações	/ku.ɾɐ.ˈsɐ̃w/	/ku.ɾɐ.ˈsõjʃ/		Português::Curso::A1 Português::Vocabulario::Pares::Plurais
Melão + Melões (PL)	plural	Melão	Melões	/mɨ.ˈɫɐ̃w/	/mɨ.ˈɫõjʃ/		Português::Curso::A1 Português::Vocabulario::Pares::Plurais
Feijão + Feijões (PL)	plural	Feijão	Feijões	/fɐj.ˈʒɐ̃w/	/fɐj.ˈʒõjʃ/		Português::Curso::A1 Português::Vocabulario::Pares::Plurais
Cão + Cães (PL)	plural	Cão	Cães	/ˈkɐ̃w/	/ˈkɐ̃jʃ/		Português::Curso::A1 Português::Vocabulario::Pares::Plurais
Ladrão + Ladrões (PL)	plural	Ladrão	Ladrões	/ɫɐ.ˈdɾɐ̃w/	/ɫɐ.ˈdɾõjʃ/		Português::Curso::A1 Português::Vocabulario::Pares::Plurais
Casal + Casais (PL)	plural	Casal	Casais	/kɐ.ˈzaɫ/	/kɐ.ˈzajʃ/		Português::Curso::A1 Português::Vocabulario::Pares::Plurais
Caracol + Caracóis (PL)	plural	Caracol	Caracóis	/kɐ.ɾɐ.ˈkɔɫ/	/kɐ.ɾɐ.ˈkɔjʃ/		Português::Curso::A1 Português::Vocabulario::Pares::Plurais
Limão + Limões (PL)	plural	Limão	Limões	/ɫi.ˈmɐ̃w/	/ɫi.ˈmõjʃ/		Português::Curso::A1 Português::Vocabulario::Pares::Plurais
Fácil + Fáceis (PL)	plural	Fácil	Fáceis	/ˈfa.siɫ/	/ˈfa.sɐjʃ/		Português::Curso::A1 Português::Vocabulario::Pares::Plurais
Vantagem + Vantagens (PL)	plural	Vantagem	Vantagens	/vɐ̃.ˈta.ʒɐ̃j/	/vɐ̃.ˈta.ʒɐ̃jʃ/		Português::Curso::A1 Português::Vocabulario::Pares::Plurais
Rapaz + Rapazes (PL)	plural	Rapaz	Rapazes	/ʁɐ.ˈpaʃ/	/ʁɐ.ˈpa.zɨʃ/		Português::Curso::A1 Português::Vocabulario::Pares::Plurais
Jardim + Jardins (PL)	plural	Jardim	Jardins	/ʒaɾ.ˈdĩ/	/ʒaɾ.ˈdĩʃ/		Português::Curso::A1 Português::Vocabulario::Pares::Plurais
Nariz + Nariz (PL)	plural	Nariz	Nariz	/nɐ.ˈɾiʃ/	/nɐ.ˈɾiʃ/		Português::Curso::A1 Português::Vocabulario::Pares::Plurais
Professor + Professores (PL)	plural	Professor	Professores	/pɾu.fɨ.ˈsoɾ/	/pɾu.fɨ.ˈso.ɾɨʃ/		Português::Curso::A1 Português::Vocabulario::Pares::Plurais
País + Países (PL)	plural	País	Países	/pɐ.ˈiʃ/	/pɐ.ˈi.zɨʃ/		Português::Curso::A1 Português::Vocabulario::Pares::Plurais
Capaz + Capazes (PL)	plural	Capaz	Capazes	/kɐ.ˈpaʃ/	/kɐ.ˈpa.zɨʃ/		Português::Curso::A1 Português::Vocabulario::Pares::Plurais
Azul + Azuis (PL)	plural	Azul	Azuis	/ɐ.ˈzuɫ/	/ɐ.ˈzujʃ/		Português::Curso::A1 Português::Vocabulario::Pares::Plurais
Jovem + Jovens (PL)	plural	Jovem	Jovens	/ˈʒo.vɐ̃j/	/ˈʒo.vɐ̃jʃ/		Português::Curso::A1 Português::Vocabulario::Pares::Plurais
Paragem + Paragens (PL)	plural	Paragem	Paragens	/pɐ.ɾɐ.ʒɐ̃j/	/pɐ.ɾɐ.ʒɐ̃jʃ/		Português::Curso::A1 Português::Vocabulario::Pares::Plurais
Bom + Bons (PL)	plural	Bom	Bons	/bõ/	/bõʃ/		Português::Curso::A1 Português::Vocabulario::Pares::Plurais
Mau + Maus (PL)	plural	Mau	Maus	/ˈmaw/	/ˈmawʃ/		Português::Curso::A1 Português::Vocabulario::Pares::Plurais
Má + Más (PL)	plural	Má	Más	/ˈma/	/ˈmaʃ/		Português::Curso::A1 Português::Vocabulario::Pares::Plurais
Boa + Boas (PL)	plural	Boa	Boas	/ˈbo.ɐ/	/ˈbo.ɐʃ/		Português::Curso::A1 Português::Vocabulario::Pares::Plurais
O + Os (PL)	plural	O	Os	/u/	/uʃ/		Português::Curso::A1 Português::Vocabulario::Pares::Plurais
A + As (PL)	plural	A	As	/ɐ/	/ɐʃ/		Português::Curso::A1 Português::Vocabulario::Pares::Plurais
Lápis + Lápis (PL)	plural	Lápis	Lápis	/ˈɫa.pɨʃ/	/ˈɫa.pɨʃ/		Português::Curso::A1 Português::Vocabulario::Pares::Plurais
Atlas + Atlas (PL)	plural	Atlas	Atlas	/ˈa.tɫɐʃ/	/ˈa.tɫɐʃ/		Português::Curso::A1 Português::Vocabulario::Pares::Plurais
Ourives + Ourives (PL)	plural	Ourives	Ourives	/o.ˈɾi.vɨʃ/	/o.ˈɾi.vɨʃ/		Português::Curso::A1 Português::Vocabulario::Pares::Plurais
Maçã + Maçãs (PL)	plural	Maçã	Maçãs	/mɐ.ˈsɐ̃/	/mɐ.ˈsɐ̃ʃ/		Português::Curso::A1 Português::Vocabulario::Pares::Plurais
Boi + Bois (PL)	plural	Boi	Bois	/ˈboj/	/ˈbojʃ/		Português::Curso::A1 Português::Vocabulario::Pares::Plurais
Órfão + Órfãos (PL)	plural	Órfão	Órfãos	/ˈɔɾ.fɐ̃w/	/ˈɔɾ.fɐ̃wʃ/		Português::Curso::A1 Português::Vocabulario::Pares::Plurais
Órgão + Órgãos (PL)	plural	Órgão	Órgãos	/ˈɔɾ.gɐ̃w/	/ˈɔɾ.gɐ̃wʃ/		Português::Curso::A1 Português::Vocabulario::Pares::Plurais
Sótão + Sótãos (PL)	plural	Sótão	Sótãos	/ˈsɔ.tɐ̃w/	/ˈsɔ.tɐ̃wʃ/		Português::Curso::A1 Português::Vocabulario::Pares::Plurais
Sotaque + Sotaques (PL)	plural	Sotaque	Sotaques	/su.ˈta.kɨ/	/su.ˈta.kɨʃ/		Português::Curso::A1 Português::Vocabulario::Pares::Plurais
Bênção + Bênçãos (PL)	plural	Bênção	Bênçãos	/ˈbẽ.sɐ̃w/	/ˈbẽ.sɐ̃wʃ/		Português::Curso::A1 Português::Vocabulario::Pares::Plurais
Capitão + Capitães (PL)	plural	Capitão	Capitães	/kɐ.pi.ˈtɐ̃w/	/kɐ.pi.ˈtɐ̃jʃ/		Português::Curso::A1 Português::Vocabulario::Pares::Plurais
Capitã + Capitãs (PL)	plural	Capitã	Capitãs	/kɐ.pi.ˈtɐ̃/	/kɐ.pi.ˈtɐ̃ʃ/		Português::Curso::A1 Português::Vocabulario::Pares::Plurais
Lição + Lições (PL)	plural	Lição	Lições	/ɫi.ˈsɐ̃w/	/ɫi.ˈsõjʃ/		Português::Curso::A1 Português::Vocabulario::Pares::Plurais
Vagão + Vagões (PL)	plural	Vagão	Vagões	/vɐ.ˈgɐ̃w/	/vɐ.ˈgõjʃ/		Português::Curso::A1 Português::Vocabulario::Pares::Plurais
Brincalhão + Brincalhões (PL)	plural	Brincalhão	Brincalhões	/bɾĩ.kɐ.ˈʎɐ̃w/	/bɾĩ.kɐ.ˈʎõjʃ/		Português::Curso::A1 Português::Vocabulario::Pares::Plurais
Pobretão + Pobretões (PL)	plural	Pobretão	Pobretões	/pu.bɾɨ.ˈtɐ̃w/	/pu.bɾɨ.ˈtõjʃ/		Português::Curso::A1 Português::Vocabulario::Pares::Plurais
Grandalhão + Grandalhões (PL)	plural	Grandalhão	Grandalhões	/gɾɐ̃.dɐ.ˈʎɐ̃w/	/gɾɐ̃.dɐ.ˈʎõjʃ/		Português::Curso::A1 Português::Vocabulario::Pares::Plurais
Salsichão + Salsichões (PL)	plural	Salsichão	Salsichões	/saɫ.sɨ.ˈʃɐ̃w/	/saɫ.sɨ.ˈʃõjʃ/		Português::Curso::A1 Português::Vocabulario::Pares::Plurais
